workclass,education,marital_status,occupation,relationship,race,sex,income
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,>50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,11th,Widowed,Other-service,Unmarried,Other,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,>50K
Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,>50K
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,<=50K
Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Male,<=50K
State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,<=50K
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,<=50K
Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,>50K
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,<=50K
?,HS-grad,Never-married,?,Other-relative,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,<=50K
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Wife,White,Female,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,<=50K
Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,>50K
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Female,<=50K
Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,<=50K
State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,<=50K
Private,10th,Never-married,Craft-repair,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Male,<=50K
?,11th,Never-married,?,Own-child,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,>50K
Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,<=50K
Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,9th,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
?,11th,Never-married,?,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,>50K
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,>50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,<=50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,>50K
Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,>50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,<=50K
Private,9th,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,10th,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,<=50K
?,12th,Never-married,?,Other-relative,Black,Male,<=50K
Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,<=50K
?,1st-4th,Married-civ-spouse,?,Husband,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,<=50K
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
Private,5th-6th,Never-married,Other-service,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,<=50K
Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,Some-college,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,<=50K
Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,<=50K
?,5th-6th,Widowed,?,Unmarried,Black,Female,<=50K
Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
?,Assoc-voc,Widowed,?,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,<=50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Unmarried,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,>50K
Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,11th,Divorced,Machine-op-inspct,Unmarried,Other,Female,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Local-gov,12th,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,1st-4th,Widowed,Priv-house-serv,Not-in-family,Black,Female,<=50K
Private,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Female,<=50K
?,HS-grad,Never-married,?,Unmarried,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Unmarried,White,Female,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,<=50K
Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,<=50K
Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,<=50K
Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,<=50K
Federal-gov,Assoc-voc,Divorced,Craft-repair,Unmarried,Black,Female,>50K
Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,7th-8th,Separated,Other-service,Unmarried,White,Female,<=50K
Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,<=50K
Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,11th,Never-married,Sales,Own-child,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,>50K
?,12th,Never-married,?,Own-child,White,Male,<=50K
Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,<=50K
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
Private,11th,Never-married,Other-service,Own-child,White,Male,<=50K
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,<=50K
?,HS-grad,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,<=50K
Private,7th-8th,Never-married,Transport-moving,Not-in-family,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Sales,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
